p2train-0	他们觉得父母的行为方式和价值观念太不老了	他们觉得父母的行为方式和价值观念太老了
p2train-2023	我从小学到大学一直接受了男女混合式教育	我从小学到大学一直接受男女混合式教育
p2train-2024	因为这儿学习的都是能实用的	因为这儿学习的都是实用的
p2train-2025	我赞成家长来解决这种的问题	我赞成家长来解决这种问题
p2train-2026	我的父母决定来到中国工作	我的父母决定来中国工作
p2train-2027	每次一到了假期	每次一到假期
p2train-2028	在这种健康的课程中上课和活动培养出来的感情也是比较高尚的	在这种健康的课程中培养出来的感情也是比较高尚的
p2train-2029	这样的想法能让上一辈子开放	这样的想法能让上一辈开放
p2train-2030	这个也算是个一种爱情	这个也算是一种爱情
p2train-2031	我这个人来中国的时候就是第一次的出国	我这个人来中国的时候就是第一次出国
p2train-2032	企业都有看好中国	企业都看好中国
p2train-2033	那么我们莫不如把这些钱花在更有用的地方	那么我们不如把这些钱花在更有用的地方
p2train-2034	我们可以想个办法而解决在生活当中的噪声的问题	我们可以想个办法解决在生活当中的噪声的问题
p2train-2035	那时我常常加上“逃学假期”来去旅行	那时我常常加上“逃学假期”去旅行
p2train-2036	同时只一个人开始练习弹乐器	同时一个人开始练习弹乐器
p2train-2037	我还祝愿着世界人们的安宁的生活天长地久	我还祝愿世界人们的安宁的生活天长地久
p2train-2038	还会害到周围的人们的	还会害到周围的人们
p2train-2039	我现在很后悔的	我现在很后悔
p2train-2040	拼命地干活了	拼命地干活
p2train-2041	流行的意思是很多人都知道而且不少人喜欢的意思嘛	流行的意思是很多人都知道而且不少人喜欢
p2train-2042	因为父母是跟他在一起的时间最多的人	因为父母是跟他在一起时间最多的人
p2train-2043	对我也很难过的	我也很难过的
p2train-2044	我在韩国一个典型的农村长大了	我在韩国一个典型的农村长大
p2train-2045	退一步来	退一步
p2train-2046	我看原因是因为他们每个人太自私了	我看是因为他们每个人太自私了
p2train-2047	会更是热情鼓励我	会更热情鼓励我
p2train-2048	最后对自己没有责任感了	最后自己没有责任感了
p2train-2049	但别只含听音乐	但别只听音乐
p2train-2050	到现在中国政府把详细的法律制定了没有	现在中国政府把详细的法律制定了没有
p2train-2051	他们宁可让他安稳地送到天堂里去	他们宁可让他安稳地到天堂里去
p2train-2052	但肯定有意思的人	但肯定有意思
p2train-2053	目前以后这种事越来越多	以后这种事越来越多
p2train-2054	常常抽烟的爱烟者因抽烟导致的病为死了	常常抽烟的爱烟者因抽烟导致的病死了
p2train-2055	只有可以活几个月	只可以活几个月
p2train-2056	祝你保重	保重
p2train-2057	先听他们的说话	先听他们说话
p2train-2058	常感到听不懂和不了解的情况	常感到听不懂和不了解情况
p2train-2059	害处是在这个开放的社会时有所间	害处是在这个开放的社会
p2train-2060	很多的吸烟者通过这种节目知道了吸烟对个人健康和公众利益的影响	很多吸烟者通过这种节目知道了吸烟对个人健康和公众利益的影响
p2train-2061	我从来没感到我如将来一定要成功的压力	我从来没感到我将来一定要成功的压力
p2train-2062	那便这世界就会更加的完美了	那这世界就会更加的完美了
p2train-2063	也不能找到了	也不能找到
p2train-2064	现在社会粮食是很多	现在社会粮食很多
p2train-2065	寒假跟朋友一起去旅游了	寒假跟朋友一起去旅游
p2train-2066	任职的也是经理的职位	任的也是经理的职位
p2train-2067	随着社会进步和经济的发展	社会进步和经济的发展
p2train-2068	人们已经发现了关于肺癌症的可能性	人们已经发现了关于肺癌的可能性
p2train-2069	有时连比商人	有时比商人
p2train-2070	男生和女生将失去一起互相学习的机会	男生和女生将失去互相学习的机会
p2train-2071	学她扮煮菜	学她煮菜
p2train-2072	边工作边休息一点	边工作边休息
p2train-2073	经常尝试用孩子的眼光对看待这世上所发生的一切	经常尝试用孩子的眼光看待这世上所发生的一切
p2train-2074	我们应该努力吧	我们应该努力
p2train-2075	我保证你们的以后的生活是肯定平平安安的	我保证你们以后的生活是肯定平平安安的
p2train-2076	在我家没问题吧	我家没问题吧
p2train-2077	我顺利以优异的成绩成功进入大学	我以优异的成绩成功进入大学
p2train-2078	虽然时代潮流冲击着人们的观念超前的前卫	虽然时代潮流冲击着人们的观念
p2train-2079	父母的每一举一动都会影响着孩子的行为举止	父母的一举一动都会影响着孩子的行为举止
p2train-2080	我倒是很喜欢流行歌曲的	我倒是很喜欢流行歌曲
p2train-2081	离当时过五年以后	五年以后
p2train-2082	当了父母不仅有了负担	当了父母有了负担
p2train-2083	但是这些20%的人占公司整体的销售额的80%	但是这20%的人占公司整体的销售额的80%
p2train-2084	我认为很我落后的国家还是缺少农药	我认为很落后的国家还是缺少农药
p2train-2085	将刺耳的汽车喇叭声或恼人的电话铃声等等	刺耳的汽车喇叭声或恼人的电话铃声等等
p2train-2086	每天每天我有空的话	我有空的话
p2train-2087	但是后来我才能明白他的意思	但是后来我才明白他的意思
p2train-2088	我妈妈告诉我说：当我出生六个月多	妈妈告诉我说：当我出生六个月多
p2train-2089	大概这个星期周末我有空	大概这个周末我有空
p2train-2090	认为我有能力承担于他们的工作	认为我有能力承担他们的工作
p2train-2091	长辈人和现在年轻人之间肯定有问题	长辈和现在年轻人之间肯定有问题
p2train-2092	如果普及这些农业作法对环保很有好处	普及这些农业作法对环保很有好处
p2train-2093	因为我有这个机会学习中国历史和文化	因为我有机会学习中国历史和文化
p2train-2094	什么样是个好女孩儿	什么样是好女孩儿
p2train-2095	这样吸烟对个人上	这样吸烟对个人
p2train-2096	但我觉得我的妈妈一直在我的心目中	但我觉得我的妈妈一直在我的心中
p2train-2097	所以平常没有表现出我的感情而生活了	所以平常没有表现出我的感情
p2train-2098	我认为是再适当也不过了	我认为是再适当不过了
p2train-2099	千万不要太过自私自利	千万不要太自私自利
p2train-2100	然后就决定在那边过夜先	然后就决定在那边过夜
p2train-2101	社会上的影响很严重	社会的影响很严重
p2train-2102	结果发现了我脑垂体里有一个肿瘤	结果发现我脑垂体里有一个肿瘤
p2train-2103	这是对青少年肯定有好处	这对青少年肯定有好处
p2train-2104	那么肯定失去了起码的生活能力	那么肯定失去起码的生活能力
p2train-2105	我认为这个年代的人们有可能有什么问题	我认为这个年代的人有可能有什么问题
p2train-2106	我要感谢对你们的恩惠	我要感谢你们的恩惠
p2train-2107	如果有什么的困难	如果有什么困难
p2train-2108	我毕业后慢慢进入社会里做事	我毕业后慢慢进入社会做事
p2train-2109	听说东京都出台了这个措施以后	听说东京出台了这个措施以后
p2train-2110	流行歌曲是一阵风的	流行歌曲是一阵风
p2train-2111	那是对他们的集中力真不好	那对他们的集中力真不好
p2train-2112	所以要吃的时候要洗干净的放	所以要吃的时候要洗干净
p2train-2113	我是个棒球队员了	我是个棒球队员
p2train-2114	我们在一起努力吧	我们一起努力吧
p2train-2115	父母的经验总是在我的心里中	父母的经验总是在我的心里
p2train-2116	是因为使用农药和化肥能让农作物的产量会增大	是因为使用农药和化肥能让农作物的产量增大
p2train-2117	我本来现在在北京念书的	我本来现在在北京念书
p2train-2118	那时我们公司的氛围会是不言而喻的	那时我们公司的氛围是不言而喻的
p2train-2119	我要想一想对“安乐死”的意义	我要想一想“安乐死”的意义
p2train-2120	到现在还痛吗	现在还痛吗
p2train-2121	离开那儿的时候我常常哭了	离开那儿的时候我常常哭
p2train-2122	我这么认为因为有几个原因	我这么认为有几个原因
p2train-2123	我记得母亲常提到的“入正道”	我记得母亲常提到“入正道”
p2train-2124	不听父母的话的存在	不听父母的话
p2train-2125	我在下面来介绍一下	我下面来介绍一下
p2train-2126	我的意见就是跟学者一样	我的意见跟学者一样
p2train-2127	你们俩儿去抬水吧	你们俩去抬水吧
p2train-2128	但按个体的计划	但按个体计划
p2train-2129	自行的下了决定	自行下了决定
p2train-2130	这样日子一久了我们的发音器官就会失灵	这样日子一久我们的发音器官就会失灵
p2train-2131	这是不仅是一个家庭的现象	这不仅是一个家庭的现象
p2train-2132	而且同时会伤害别人的	而且同时会伤害别人
p2train-2133	他们打起“享受人生”等的牌子继续抽烟	他们打起“享受人生”等牌子继续抽烟
p2train-2134	到此时	此时
p2train-2135	过了一年我在大阪工作一年以后	我在大阪工作一年以后
p2train-2136	农药是有益有害的物质	农药是有害的物质
p2train-2137	我认为所有的人类具有生存的权利	我认为所有的人具有生存的权利
p2train-2138	很多歌星的音调不准而且有的歌星做假唱	很多歌星的音调不准而且有的歌星假唱
p2train-2139	但是结果这火更大	结果这火更大
p2train-2140	我一定当好女孩儿	我一定当好女儿
p2train-2141	但这还需要我们的用心做事	但这还需要我们用心做事
p2train-2142	这个结婚	结婚
p2train-2143	我的留学生活也已经过了一年半多了	我的留学生活也已经过了一年半了
p2train-2144	并问你们你会不会同意我在中国再留一段时间	并问你们会不会同意我在中国再留一段时间
p2train-2145	我相信我们两父女这点是最相似的了	我相信我们父女这点是最相似的了
p2train-2146	要是让我们同胞的住在一起的话	要是让我们同胞住在一起的话
